"","model1_ASC","model1_DES","model2_ASC","model2_DES","model3_ASC","model3_DES","model4_ASC","model4_DES"
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",0.758484837943345,0.366743055607375,0.781233303891213,0.332713065093048,0.365742861928755,0.969210102597586,0.338017155155401,0.85153528460619
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",0.758484837943345,0.366743055607375,0.781233303891213,0.332713065093048,0.365742861928755,0.969210102597586,0.338017155155401,0.85153528460619
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",0.189930473275755,0.179322973905207,0.162667546403692,0.160128137688842,0.383324324549468,0.327522063159434,0.595358231051451,0.589100854128871
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group",0.0798949180529515,0.0449050702737879,0.0866165936320193,0.0321617326318865,0.050810717295245,0.0210267922149409,0.0213636624860446,0.00985170248855801
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group--__",0.0798949180529515,0.0449050702737879,0.0866165936320193,0.0321617326318865,0.050810717295245,0.0210267922149409,0.0213636624860446,0.00985170248855801
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",0.111050884704647,0.392170490130847,0.124311567606196,0.223324360541428,0.554666782571021,0.206088722207043,0.916596539903366,0.261348301882829
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",0.324828358352969,0.276827840065727,0.438402420280003,0.396990825190455,0.621769846612195,0.591611350451545,0.671362308932412,0.591055418031575
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",0.0747131866246465,0.4105652801023,0.087668397767821,0.236486301753829,0.464489933102204,0.205482667612057,0.953359165634213,0.256255291036328
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",0.0868226175561925,0.393434851660159,0.0993864246328701,0.222358838116455,0.484581339527812,0.195566440141016,0.986334534807586,0.23957976630735
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",0.0868226175561925,0.400635580716141,0.0993864246328701,0.227664641397671,0.484581339527812,0.198189428660477,0.986334534807586,0.242586449998803
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.969735246986732,0.453341263013759,0.794124519180109,0.283349992967951,0.838513950196931,0.360649267150569,0.825589751143046,0.755840804200935
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.969735246986732,0.453341263013759,0.794124519180109,0.283349992967951,0.838513950196931,0.360649267150569,0.825589751143046,0.755840804200935
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.914040582125117,0.708641560793581,0.971127601679725,0.654375055031821,0.833461875835562,0.916599477056328,0.874176052693373,0.854689230332197
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2",0.467079013216821,0.235314400417789,0.351073227034534,0.163647755647211,0.620697961854447,0.336364911357077,0.39142390572087,0.169622726295178
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2--__",0.467079013216821,0.235314400417789,0.351073227034534,0.163647755647211,0.620697961854447,0.336364911357077,0.39142390572087,0.169622726295178
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group",0.691367148623955,0.440887797369289,0.731802204398477,0.416290232869971,0.883121021062868,0.465349913331993,0.9473249876977,0.594268559115944
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group--__",0.691367148623955,0.440887797369289,0.731802204398477,0.416290232869971,0.883121021062868,0.465349913331993,0.9473249876977,0.594268559115944
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus--__",0.638661883783999,0.962234023584782,0.63427555103095,0.883808466079469,0.643925979689929,0.982351227531161,0.947891429426506,0.830720302947141
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII",0.0162517727313996,0.392784334262582,0.0129516324432549,0.462059581790655,0.0529956417242107,0.887081396547704,0.0594442058681966,0.831809912982026
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Corynebacteriales",0.533119100430076,0.295877857818655,0.634337795027142,0.35082216717489,0.689559993030962,0.313900726665067,0.748537618868115,0.238485376588376
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004",0.648856002011521,0.49585261231628,0.560773920198734,0.713959257236982,0.775056691488098,0.815434225418275,0.799259861263883,0.811402347317333
"d__Bacteria--p__Proteobacteria--__",0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133
"d__Bacteria--p__Proteobacteria--__--__",0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133
"d__Bacteria--p__Proteobacteria--__--__--__",0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133
"d__Bacteria--p__Proteobacteria--__--__--__--__",0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133
"d__Bacteria--p__Proteobacteria--__--__--__--__--__",0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133
"d__Bacteria--p__Cyanobacteria",0.676884601185918,0.272009941338825,0.626140427154082,0.25419762546369,0.679571511665664,0.30383734972776,0.481918255821602,0.271052273723646
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella--__",0.358550065835662,0.185995687398267,0.325497614319775,0.171441017622811,0.603357065582396,0.318217550339269,0.80966060632893,0.542198480600866
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae",0.508258734922636,0.520953656169069,0.376564004342978,0.467023513629443,0.389536585587788,0.605111870074185,0.424693673072402,0.746469171107073
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004--s__uncultured_bacterium",0.676770631503763,0.55627665073732,0.544080076931783,0.83401329456603,0.797571766597674,0.840424338663444,0.856897541158608,0.819941753977404
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae--g__Methylobacterium",0.532397191089864,0.533599427887928,0.396908794280567,0.452875813528388,0.410707959520356,0.805658287155822,0.440927927707757,0.928559008513109
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales--f__Beijerinckiaceae--g__Methylobacterium--__",0.532397191089864,0.533599427887928,0.396908794280567,0.452875813528388,0.410707959520356,0.805658287155822,0.440927927707757,0.928559008513109
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__",0.067761562356263,0.297536964560611,0.0974631336080936,0.189709015815373,0.127715521907886,0.491331590117413,0.233386388383114,0.515458892382683
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--__--__",0.067761562356263,0.297536964560611,0.0974631336080936,0.189709015815373,0.127715521907886,0.491331590117413,0.233386388383114,0.515458892382683
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003",0.427282209425362,0.930096330912284,0.80083219135813,0.888721328374375,0.76514132503225,0.748549551471813,0.743874659987337,0.987405663680395
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003--__",0.427282209425362,0.930096330912284,0.80083219135813,0.888721328374375,0.76514132503225,0.748549551471813,0.743874659987337,0.987405663680395
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales",0.640341449489219,0.947202937516702,0.424193912079521,0.74783334205205,0.690872482070355,0.956649344405836,0.492058595316339,0.890106331258689
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales--f__uncultured",0.640341449489219,0.947202937516702,0.424193912079521,0.74783334205205,0.690872482070355,0.956649344405836,0.492058595316339,0.890106331258689
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Eubacterium_coprostanoligenes_group",0.030657316015936,0.0375112682552755,0.0370960792112357,0.0412757771210421,0.109471143351156,0.0827556858701777,0.089529281936319,0.0538534603080964
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas--__",0.575167351624228,0.505787221068271,0.862356140119427,0.611515454798127,0.777452990575332,0.505779760327947,0.527763212849574,0.309056306353419
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--__",0.494845866200989,0.590681685158612,0.574934024276574,0.585773436877731,0.709419218619253,0.492507427039867,0.509348803921089,0.336023656569966
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--__--__",0.494845866200989,0.590681685158612,0.574934024276574,0.585773436877731,0.709419218619253,0.492507427039867,0.509348803921089,0.336023656569966
"d__Bacteria--p__Cyanobacteria--c__Melainabacteria",0.678995557648909,0.222867575292546,0.630363935784912,0.181498564162066,0.70181708525791,0.236295303191477,0.514721825583571,0.234784590616578
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Flavobacteriales",0.445014898043137,0.360282747225056,0.43767045596163,0.43071006921516,0.416488938395398,0.305305479991446,0.560662016104303,0.577767123471725
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014",0.241371546822954,0.531450641546919,0.290992345469183,0.6352032325268,0.506739732913408,0.760673588729897,0.591573986340557,0.932651128461035
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089",0.34201877368993,0.570006743319061,0.396827415039288,0.636013662498498,0.759190656019652,0.977237064379042,0.921083916838572,0.794610440003111
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089--__",0.34201877368993,0.565864027023688,0.396827415039288,0.627329184406723,0.759190656019652,0.963296613105788,0.921083916838572,0.812583442463323
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014--__",0.243313636643445,0.384166822820313,0.302829408099772,0.458673729816225,0.527106778177227,0.604381948322276,0.614849618982806,0.745200924898977
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Veillonella--s__Veillonella_atypica",0.993059764925697,0.895906531339882,0.930165944053458,0.991877761082066,0.53416931635862,0.528423791602655,0.385894881183219,0.44066929724747
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Coprobacter",0.0278825193287334,0.0564195409025641,0.0396331328209966,0.0893211682002526,0.0191500306382152,0.0425329867253503,0.0422824861261232,0.078516345357817
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--s__gut_metagenome",0.881457552274277,0.354478782342271,0.754223838194945,0.364527696974245,0.521119351528583,0.281052974150952,0.220337446731349,0.091954349484695
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Butyricimonas",0.0677566648328838,0.0739289287310079,0.111898453245979,0.124927321313009,0.100839612119731,0.175943846557514,0.220599842846036,0.271851705344976
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured",0.0738073410078418,0.32892418083183,0.0771764596923209,0.357684170009839,0.0263276678426744,0.146979948882652,0.0058799277503203,0.0774814358972708
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__uncultured--s__uncultured_organism",0.0738073410078418,0.327084752124434,0.0771764596923209,0.354824449877267,0.0263276678426744,0.14557058697675,0.0058799277503203,0.0771331129414577
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Porphyromonadaceae",0.409072295803021,0.535358560346225,0.62600093907419,0.72063336516036,0.941255240901123,0.898112981796371,0.808209000655113,0.781030626651319
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Porphyromonadaceae--g__Porphyromonas",0.409072295803021,0.535358560346225,0.62600093907419,0.72063336516036,0.941255240901123,0.898112981796371,0.808209000655113,0.781030626651319
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--s__uncultured_bacterium",0.713588585033998,0.295032306256228,0.528530972147144,0.162695186780122,0.516193532801183,0.221868777679385,0.481852348515001,0.69263526988183
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Faecalitalea",0.155900840179036,0.198152167068816,0.228585299339494,0.329588842737068,0.441861322859069,0.55439521077948,0.38406417520345,0.556939397010554
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Butyricimonas--__",0.219655395419871,0.088547463806137,0.292520188366581,0.141883512162413,0.207586083669667,0.190791237608935,0.396799082291342,0.288239009049533
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia--__",0.735323693095481,0.275577463858587,0.838149610764197,0.279792686714161,0.501927432106659,0.349845559761203,0.25481490858305,0.646458714431207
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptococcaceae",0.978782519026417,0.446695803801795,0.809936376760485,0.309953005668229,0.508026210634556,0.292064486316664,0.307106648390268,0.178719057018156
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--s__uncultured_prokaryote",0.0431208802612436,0.0674016939491868,0.0531316453320121,0.0596392086366822,0.0913646878548905,0.085571010526288,0.116351538779662,0.118270388666353
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae",0.607850008331973,0.252492914032542,0.54027939231801,0.24400310865504,0.752371093492326,0.461241867576115,0.771966343803638,0.686440512431256
"d__Bacteria--p__Patescibacteria",0.84980923881878,0.677876628764033,0.922504755711432,0.564456214028116,0.912452777426075,0.412559035352745,0.597055379424854,0.282537444933186
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia",0.97053436206014,0.646184911132369,0.994472335731732,0.536194252943771,0.791554945734108,0.381435099551966,0.53621821940095,0.25424537640344
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales",0.97053436206014,0.646184911132369,0.994472335731732,0.536194252943771,0.791554945734108,0.381435099551966,0.53621821940095,0.25424537640344
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Acetobacterales",0.96928105709787,0.502292169529338,0.926940660206014,0.605144898138957,0.753643045406176,0.545081431889371,0.639682070850542,0.447920368358699
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Acetobacterales--f__Acetobacteraceae",0.96928105709787,0.502292169529338,0.926940660206014,0.605144898138957,0.753643045406176,0.545081431889371,0.639682070850542,0.447920368358699
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus",0.810461550678744,0.527442448512333,0.89843232865503,0.657105138861626,0.641802352016723,0.470942208512811,0.635461206649719,0.480258521205064
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Adlercreutzia",0.990740094411598,0.724075791558608,0.815428407939392,0.53756461408205,0.569243022678062,0.335666640052667,0.392452920719023,0.233407247846877
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Adlercreutzia--s__uncultured_bacterium",0.990740094411598,0.724075791558608,0.815428407939392,0.53756461408205,0.569243022678062,0.335666640052667,0.392452920719023,0.233407247846877
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_1",0.857758544335537,0.765106940967769,0.767131298632668,0.656653399033879,0.873716309333865,0.830286982327789,0.60622409183567,0.573768894716728
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus--__",0.799707845899716,0.508177913219839,0.882242065503636,0.632562157038306,0.627209261659669,0.455998085261692,0.62818526923406,0.456952432181613
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__",0.12942775846372,0.589173322217906,0.135759668385069,0.673514431986083,0.185604521182587,0.839879324079394,0.120541366140775,0.759172170521958
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__",0.12942775846372,0.589173322217906,0.135759668385069,0.673514431986083,0.185604521182587,0.839879324079394,0.120541366140775,0.759172170521958
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__--__",0.12942775846372,0.589173322217906,0.135759668385069,0.673514431986083,0.185604521182587,0.839879324079394,0.120541366140775,0.759172170521958
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--__--__--__--__",0.12942775846372,0.589173322217906,0.135759668385069,0.673514431986083,0.185604521182587,0.839879324079394,0.120541366140775,0.759172170521958
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus",0.329772454249064,0.842513781511789,0.34873243655275,0.969943722096746,0.437605764918204,0.834159442354624,0.292291120368911,0.611115087132954
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-013",0.96418773648186,0.781165070154816,0.941513103441951,0.766262472908264,0.780528569533439,0.958977445982375,0.979608640014857,0.987005224624522
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Corynebacteriales--f__Nocardiaceae",0.950918254493703,0.383761180553466,0.880847677913279,0.406646755512137,0.780566673070989,0.393116853782921,0.745681441537426,0.347268498050064
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_1--__",0.704890762321241,0.730755643332705,0.642705587907069,0.640156652826813,0.686150856045837,0.826830219367388,0.444606916126341,0.565502779566365
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae--g__Atopobium",0.737137174163938,0.663902072357474,0.640697955998409,0.58460576200989,0.878303614560359,0.945808144853022,0.850483379499636,0.668774634244838
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae--g__Atopobium--__",0.737137174163938,0.663902072357474,0.640697955998409,0.58460576200989,0.878303614560359,0.945808144853022,0.850483379499636,0.668774634244838
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured",0.502889827303056,0.315740700402332,0.590974253138562,0.175302492022451,0.777916504781036,0.235689688618022,0.952386587189232,0.602027997290888
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus--__",0.343500932986807,0.816820876808256,0.337010152496369,0.925216186539149,0.448299122600212,0.877413344086778,0.281032749164166,0.655970401742495
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae",0.715833007355352,0.793339233309253,0.729857259096255,0.651734577434672,0.953724330589716,0.422468508627155,0.888251119008013,0.301565681020601
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--__",0.153494676373247,0.263036594588328,0.14034420647948,0.297681487602892,0.340263577716335,0.664854011165545,0.202745127495364,0.293758741525327
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-013--__",0.983314442969034,0.940007593406578,0.962823573485895,0.991858487469228,0.697512164236912,0.659838559345851,0.850317417650146,0.664800081541516
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Eubacterium_nodatum_group",0.0148191769278661,0.289156261939797,0.0221139788505819,0.441807087041978,0.114895319415178,0.918887580184302,0.193627461568858,0.9437697725492
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__",0.74367380608929,0.745593513061532,0.739221456497828,0.59858602275148,0.970637187892861,0.357802138928873,0.833477638049099,0.243232316837952
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__--__",0.74367380608929,0.745593513061532,0.739221456497828,0.59858602275148,0.970637187892861,0.357802138928873,0.833477638049099,0.243232316837952
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Allisonella",0.197397786046034,0.0449380305630723,0.156266348794234,0.0227414378508586,0.549259530282936,0.0951877410076872,0.710374810357535,0.216984657019363
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Allisonella--s__uncultured_bacterium",0.197397786046034,0.0449380305630723,0.156266348794234,0.0227414378508586,0.549259530282936,0.0951877410076872,0.710374810357535,0.216984657019363
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Faecalitalea--__",0.654096916049519,0.547711731658863,0.676986155592986,0.622526124445026,0.603883813587712,0.529213108285362,0.586725883789032,0.625960018403062
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemania",0.784386369189077,0.494342144692706,0.965354457640056,0.408565320752514,0.805564455365175,0.440178182229109,0.821198048801683,0.193712785826186
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Family_XIII_AD3011_group",0.180834828465346,0.51953067743412,0.0915567117117367,0.605567869839744,0.192331572792629,0.35357050012086,0.121804703802736,0.472777140667248
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemania--s__uncultured_bacterium",0.885372704194186,0.233079618547791,0.93247124358236,0.136391540658389,0.905946581550676,0.211265862469316,0.914668829671849,0.18806323896165
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptococcaceae--g__Peptococcus",0.0435968362414956,0.070875652282358,0.0388727716969248,0.0567752916973751,0.0375105547143622,0.0642621330754055,0.0236141890152853,0.0451174547025988
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Eubacterium_coprostanoligenes_group--__",0.0407560311749631,0.104487364238882,0.0331558742266634,0.0807355986831104,0.262542944828543,0.237031901176433,0.195857151704164,0.106264950656448
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured--s__human_gut_metagenome",0.690605291425974,0.854272571157849,0.892155303059635,0.869693338858433,0.785452982938852,0.870403077319318,0.815366302445182,0.990296013119531
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--__",0.131878405397861,0.204820911832824,0.119454094968072,0.180343488460547,0.177862869609575,0.243006910921521,0.154516551764755,0.234030905774103
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--__--__",0.131878405397861,0.204820911832824,0.119454094968072,0.180343488460547,0.177862869609575,0.243006910921521,0.154516551764755,0.234030905774103
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Family_XIII_AD3011_group--__",0.753744840964368,0.187095167323983,0.712404034213826,0.192576154327773,0.644723195147285,0.12140551462604,0.672374251707258,0.0728603294996094
"d__Bacteria--p__Cyanobacteria--c__Melainabacteria--o__Obscuribacterales",0.356747108870122,0.706627663530677,0.303754465765577,0.707997845757672,0.412736248889337,0.802431517178182,0.723209139526554,0.992000462011352
